sourceProcess,elementType,id,name,sourceFile
end-to-end,TaskDefinition,task.e2e.rel.a2.t1,Deploy and validate progressively,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.rel.a2.t2,Complete handover and rollback rehearsal,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.rel.a3.t1,Review release outcome and update roadmap,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ph2.st1.t1,Approve retirement scope and plan,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ph2.st2.t1,Execute migration and data disposition,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ph2.st2.t2,Decommission service and access,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ph2.st3.t1,Complete closure review,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ops.a1.t1,"Review SLOs, telemetry, and product outcomes",mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ops.a2.t1,Triage and make service demand ready,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ops.a2.t2,"Replenish, pull, and manage Kanban flow",mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ops.a3.t1,Manage incidents and emergency recovery,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ops.a3.t2,Perform problem and risk learning,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ops.a4.t1,Assess and route a maintenance change,mde/process/process-definitions/end-to-end.json
end-to-end,TaskDefinition,task.e2e.ops.a5.t1,"Inspect flow, quality, and coordination metrics",mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.product-charter,Product and System Charter,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.method-profile,Situational Method Profile,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.team-topology,Team Topology and Dependency Map,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.increment-record,Increment Record,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.release-record,Release Record,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.operations-record,Operations and Learning Record,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.operational-work-item,Service Work Item,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.service-flow-system,Kanban Service-Delivery Policy and Board,mde/process/process-definitions/end-to-end.json
end-to-end,WorkProductDefinition,e2e-artifact.retirement-record,Retirement and Closure Record,mde/process/process-definitions/end-to-end.json
end-to-end,Guidance,e2e.guid.incremental-vertical,Thin vertical increments,mde/process/process-definitions/end-to-end.json
end-to-end,Guidance,e2e.guid.human-in-loop,Human-in-the-loop transforms,mde/process/process-definitions/end-to-end.json
end-to-end,Guidance,e2e.guid.empirical-control,Empirical process control,mde/process/process-definitions/end-to-end.json
cim,RoleDefinition,role.product-owner,Product Owner,mde/process/process-definitions/cim.json
cim,RoleDefinition,role.delivery-lead,Delivery Lead,mde/process/process-definitions/cim.json
cim,RoleDefinition,role.domain-expert,Domain Expert,mde/process/process-definitions/cim.json
cim,RoleDefinition,role.business-modeler,Business Modeler,mde/process/process-definitions/cim.json
cim,RoleDefinition,role.requirements-engineer,Requirements Engineer,mde/process/process-definitions/cim.json
cim,RoleDefinition,role.security-engineer,Security & Privacy Engineer,mde/process/process-definitions/cim.json
cim,RoleDefinition,role.process-reviewer,Process Reviewer,mde/process/process-definitions/cim.json
cim,RoleDefinition,role.method-engineer,Method Engineer,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph1.st1.t1,Create CIM model root,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph1.st1.t2,Establish shared model contract and evidence conventions,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph1.st2.t1,Plan capability slice,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph1.st3.t1,Define business goals and KPIs,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph1.st3.t2,Identify stakeholders,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph2.st1.t1,Model actors and roles,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph2.st1.t2,Register external systems,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph2.st2.t1,Map business capabilities,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph2.st2.t2,Record capability dependencies,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph2.st3.t1,Define domain glossary,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph3.st1.ss1.t1,Define data classifications,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph3.st1.ss2.t1,Create information items,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph3.st2.ss1.t1,Model domain entities,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph3.st2.ss2.t1,Model value objects and relationships,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph3.st3.ss1.t1,Model commands and outcomes,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph3.st3.ss2.t1,Model queries,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph3.st3.ss3.t1,"Model events, errors, and conditions",mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph4.st1.t1,Define aggregate candidates,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph4.st2.ss1.t1,Model business processes,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph4.st2.ss2.t1,Define policies and decision tables,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph4.st3.t1,Synthesize bounded contexts,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph5.st1.t1,Formalize requirements,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph5.st1.t2,Apply governance constraints,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph5.st2.t1,Record transformation metadata,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph5.st3.t1,Complete trace and readiness,mde/process/process-definitions/cim.json
cim,TaskDefinition,task.cim.ph5.st4.t1,Review and adapt CIM increment,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.model-root,CIM Model Root,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.increment-plan,CIM Increment Plan,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.strategic-intent,Strategic Intent Package,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.participation-model,Participation Model,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.capability-map,Capability,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.glossary,Ubiquitous Language Glossary,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.information-taxonomy,Information Taxonomy,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.domain-structure,Domain Structure Model,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.behavior-surface,CQRS Behavior Surface,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.aggregate-model,Aggregate Boundary Model,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.process-model,Business Process Model,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.decision-model,Decision & Policy Model,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.context-map,Bounded Context Map,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.requirements-package,Requirements Package,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.governance-package,Governance Constraint Package,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.transformation-contract,Transformation Contract,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.trace-readiness,Trace & Readiness Record,mde/process/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.increment-review,CIM Increment Review Record,mde/process/process-definitions/cim.json
cim,Guidance,cim.guid.mda-intent,Computation-independent intent,mde/process/process-definitions/cim.json
cim,Guidance,cim.guid.increment-cycle,Thin capability slices,mde/process/process-definitions/cim.json
cim,Guidance,cim.guid.gqm,Goal-Question-Metric (Basili),mde/process/process-definitions/cim.json
cim,Guidance,cim.guid.ddd-language,Ubiquitous language first (Evans),mde/process/process-definitions/cim.json
cim,Guidance,cim.guid.information-before-entity,Information before entity (CIM-ENTITY-001),mde/process/process-definitions/cim.json
cim,Guidance,cim.guid.event-storming,Event storming surface (Brandolini),mde/process/process-definitions/cim.json
cim,Guidance,cim.guid.twin-peaks,Twin Peaks requirements (Nuseibeh),mde/process/process-definitions/cim.json
pim,RoleDefinition,role.product-owner,Product Owner,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.delivery-lead,Delivery Lead,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.domain-expert,Domain Expert,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.solution-architect,Solution Architect,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.process-reviewer,Process Reviewer,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.quality-engineer,Quality Engineer,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.security-engineer,Security Engineer,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.cloud-platform-engineer,Cloud Platform Engineer,mde/process/process-definitions/pim.json
pim,RoleDefinition,role.method-engineer,Method Engineer,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st0.t1,Plan service slice,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st1.t1,Create PIM model root,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st1.t2,Set architecture posture,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st1.t3,Establish shared model contract and evidence conventions,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st2.t1,Define serverless services,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st2.t2,Assign element memberships,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st1.t1,Define schemas and fields,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st1.t2,Model event types and envelopes,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st2.t1,Model data stores and models,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st2.t2,Define access patterns and indexes,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st2.t3,Configure change streams and notifications,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st1.t1,Define functions and contracts,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st1.t2,Configure triggers and runtime,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st2.t1,Define APIs and routes,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st2.t2,Map API contracts and errors,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st1.t1,Model event channels and buses,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st1.t2,Define flows and routing rules,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st2.t1,Model workflows and states,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st2.t2,Configure human tasks and error handling,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st1.t1,Configure identity providers and principals,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st1.t2,Define permissions and security policies,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss1.t1,Apply resilience policies,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss1.t2,Configure throughput and ordering policies,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss2.t1,Configure observability policies,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss2.t2,"Define alerts, SLOs, and CORS",mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss3.t1,Apply governance and compliance policies,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss3.t2,Map business rules and decision models,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st3.t1,Model external endpoints and adapters,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st3.t2,Configure environments and deployment units,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph6.st1.t1,Assess platform capabilities,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph6.st2.t1,Complete trace and readiness,mde/process/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph6.st3.t1,Review and adapt PIM increment,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.increment-plan,PIM Increment Plan,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.architecture-posture,Architecture Posture,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.service-map,Service Boundary Map,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.contract-catalog,Contract Catalog,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.data-architecture,Data Architecture,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.compute-catalog,Compute Catalog,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.api-catalog,API Catalog,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.integration-topology,Integration Topology,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.workflow-model,Workflow Model,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.security-model,Security Model,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.policy-catalog,Architecture Policy Catalog,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.config-package,Configuration Package,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.platform-readiness,Platform Readiness Record,mde/process/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.increment-review,PIM Increment Review Record,mde/process/process-definitions/pim.json
pim,Guidance,pim.guid.serverless-boundary,Service as deployable boundary,mde/process/process-definitions/pim.json
pim,Guidance,pim.guid.generated-is-draft,Generated PIM is a draft,mde/process/process-definitions/pim.json
pim,Guidance,pim.guid.contracts-first,Contracts decouple producers,mde/process/process-definitions/pim.json
pim,Guidance,pim.guid.data-access,Access patterns drive stores,mde/process/process-definitions/pim.json
pim,Guidance,pim.guid.policy-as-code,Policy attachment discipline,mde/process/process-definitions/pim.json
pim,Guidance,pim.guid.readiness-in-cycle,Readiness is part of delivery,mde/process/process-definitions/pim.json
psm,RoleDefinition,role.product-owner,Product Owner,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.delivery-lead,Delivery Lead,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.solution-architect,Solution Architect,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.cloud-platform-engineer,Cloud Platform Engineer,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.process-reviewer,Process Reviewer,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.quality-engineer,Quality Engineer,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.security-engineer,Security Engineer,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.service-owner,Service Owner / SRE,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.release-engineer,Release Engineer,mde/process/process-definitions/psm.json
psm,RoleDefinition,role.method-engineer,Method Engineer,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st0.t1,Plan deployable slice,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st1.t1,Create AWS PSM model root,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st1.t2,Define stage and naming policies,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st1.t3,Establish shared model contract and evidence conventions,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st2.t1,Create SAM stack and globals,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st2.t2,Define CFN parameters and outputs,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st3.t1,Configure IAM roles and policies,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st3.t2,"Provision KMS, secrets, and SSM",mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st1.t1,Configure VPC and subnets,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st1.t2,Define endpoints and security groups,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st2.t1,Configure Cognito user pools,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st2.t2,"Configure clients, groups, and identity pools",mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st1.t1,Provision DynamoDB tables,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st1.t2,Configure S3 buckets and policies,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st2.t1,Create SQS queues,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st2.t2,Configure SNS topics and subscriptions,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st1.t1,Configure EventBridge buses and rules,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st1.t2,"Configure schedules, pipes, and connections",mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st2.t1,Deploy Lambda functions,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st2.t2,Configure event sources and permissions,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st1.t1,Configure APIs and routes,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st1.t2,Configure integrations and authorizers,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st2.ss1.t1,Deploy state machines,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st2.ss2.t1,Configure CloudWatch logs and metrics,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st2.ss2.t2,Configure alarms and dashboards,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph6.st1.t1,Create integration relationship views,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph6.st2.t1,Complete trace and readiness,mde/process/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph6.st3.t1,Review and adapt PSM increment,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.increment-plan,PSM Increment Plan,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.deployment-strategy,Deployment Strategy,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.stack-scaffold,SAM Stack Scaffold,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.security-baseline,Security Baseline,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.network-identity,Network & Identity,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.storage-layer,Durable Storage Layer,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.messaging-layer,Messaging Layer,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.event-fabric,Event Fabric,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.compute-layer,Lambda Compute Layer,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.api-layer,API Gateway Layer,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.workflow-observability,Workflow & Observability,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.integration-views,Integration View Catalog,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.deployment-readiness,Deployment Readiness Record,mde/process/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.increment-review,PSM Increment Review Record,mde/process/process-definitions/psm.json
psm,Guidance,psm.guid.sam-containment,SAM stack containment,mde/process/process-definitions/psm.json
psm,Guidance,psm.guid.generated-is-draft,Generated PSM is a draft,mde/process/process-definitions/psm.json
psm,Guidance,psm.guid.least-privilege,Least-privilege IAM,mde/process/process-definitions/psm.json
psm,Guidance,psm.guid.integration-views,Integration views for traceability,mde/process/process-definitions/psm.json
psm,Guidance,psm.guid.deployable-slice,Deployable slice discipline,mde/process/process-definitions/psm.json
artifact,RoleDefinition,role.release-engineer,Release Engineer,mde/process/process-definitions/artifact.json
artifact,RoleDefinition,role.cloud-platform-engineer,Cloud Platform Engineer,mde/process/process-definitions/artifact.json
artifact,RoleDefinition,role.application-engineer,Application Engineer,mde/process/process-definitions/artifact.json
artifact,RoleDefinition,role.security-engineer,Security Engineer,mde/process/process-definitions/artifact.json
artifact,RoleDefinition,role.quality-engineer,Quality Engineer,mde/process/process-definitions/artifact.json
artifact,RoleDefinition,role.service-owner,Service Owner,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st1.t1,Review project structure and generated templates,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st1.t2,Establish source-control and release baseline,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st2.t1,Route structural gaps back to the PSM,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st2.t2,Complete repository hygiene,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st1.t1,Define parameter and environment contract,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st1.t2,Configure secret references and encryption,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st2.t1,Review IAM and deployment permissions,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st2.t2,Implement repeatable build and deployment pipeline,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st1.t1,Run reproducible build and infrastructure validation,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st1.t2,Assess dependencies and security findings,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st2.t1,Deploy to staging and execute acceptance tests,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st2.t2,Verify observability and operational signals,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st1.t1,"Create release, rollback, and communication plan",mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st1.t2,Obtain production readiness approval,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st2.t1,Complete operations handover,mde/process/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st2.t2,Execute production validation and close release,mde/process/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.generated-baseline,Generated Project Baseline,mde/process/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.environment-contract,Environment Configuration Contract,mde/process/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.security-record,Security Review Record,mde/process/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.verification-evidence,Verification Evidence,mde/process/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.release-plan,Release & Rollback Plan,mde/process/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.operations-pack,Operations Handover Pack,mde/process/process-definitions/artifact.json
artifact,Guidance,artifact.guid.generated-baseline,Generated output is a controlled baseline,mde/process/process-definitions/artifact.json
artifact,Guidance,artifact.guid.environment-parity,Environment parity with explicit differences,mde/process/process-definitions/artifact.json
artifact,Guidance,artifact.guid.no-secrets,No secrets in artifacts,mde/process/process-definitions/artifact.json
