sourceProcess,elementType,id,name,sourceFile
cim,WorkProductDefinition,cim-artifact.capability-map,Capability,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.glossary,Ubiquitous Language Glossary,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.information-taxonomy,Information Taxonomy,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.domain-structure,Domain Structure Model,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.behavior-surface,CQRS Behavior Surface,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.aggregate-model,Aggregate Boundary Model,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.process-model,Business Process Model,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.decision-model,Decision & Policy Model,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.context-map,Bounded Context Map,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.requirements-package,Requirements Package,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.governance-package,Governance Constraint Package,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.transformation-contract,Transformation Contract,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.trace-readiness,Trace & Readiness Record,mde/methodology/process-definitions/cim.json
cim,WorkProductDefinition,cim-artifact.increment-review,CIM Increment Review Record,mde/methodology/process-definitions/cim.json
cim,Guidance,cim.guid.mda-intent,Computation-independent intent,mde/methodology/process-definitions/cim.json
cim,Guidance,cim.guid.increment-cycle,Thin capability slices,mde/methodology/process-definitions/cim.json
cim,Guidance,cim.guid.gqm,Goal-Question-Metric (Basili),mde/methodology/process-definitions/cim.json
cim,Guidance,cim.guid.ddd-language,Ubiquitous language first (Evans),mde/methodology/process-definitions/cim.json
cim,Guidance,cim.guid.information-before-entity,Information before entity (CIM-ENTITY-001),mde/methodology/process-definitions/cim.json
cim,Guidance,cim.guid.event-storming,Event storming surface (Brandolini),mde/methodology/process-definitions/cim.json
cim,Guidance,cim.guid.twin-peaks,Twin Peaks requirements (Nuseibeh),mde/methodology/process-definitions/cim.json
pim,RoleDefinition,role.product-owner,Product Owner,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.delivery-lead,Delivery Lead,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.domain-expert,Domain Expert,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.solution-architect,Solution Architect,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.process-reviewer,Process Reviewer,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.quality-engineer,Quality Engineer,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.security-engineer,Security Engineer,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.cloud-platform-engineer,Cloud Platform Engineer,mde/methodology/process-definitions/pim.json
pim,RoleDefinition,role.method-engineer,Method Engineer,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st0.t1,Plan service slice,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st1.t1,Create PIM model root,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st1.t2,Set architecture posture,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st1.t3,Establish shared model contract and evidence conventions,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st2.t1,Define serverless services,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph1.st2.t2,Assign element memberships,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st1.t1,Define schemas and fields,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st1.t2,Model event types and envelopes,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st2.t1,Model data stores and models,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st2.t2,Define access patterns and indexes,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph2.st2.t3,Configure change streams and notifications,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st1.t1,Define functions and contracts,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st1.t2,Configure triggers and runtime,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st2.t1,Define APIs and routes,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph3.st2.t2,Map API contracts and errors,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st1.t1,Model event channels and buses,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st1.t2,Define flows and routing rules,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st2.t1,Model workflows and states,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph4.st2.t2,Configure human tasks and error handling,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st1.t1,Configure identity providers and principals,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st1.t2,Define permissions and security policies,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss1.t1,Apply resilience policies,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss1.t2,Configure throughput and ordering policies,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss2.t1,Configure observability policies,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss2.t2,"Define alerts, SLOs, and CORS",mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss3.t1,Apply governance and compliance policies,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st2.ss3.t2,Map business rules and decision models,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st3.t1,Model external endpoints and adapters,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph5.st3.t2,Configure environments and deployment units,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph6.st1.t1,Assess platform capabilities,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph6.st2.t1,Complete trace and readiness,mde/methodology/process-definitions/pim.json
pim,TaskDefinition,task.pim.ph6.st3.t1,Review and adapt PIM increment,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.increment-plan,PIM Increment Plan,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.architecture-posture,Architecture Posture,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.service-map,Service Boundary Map,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.contract-catalog,Contract Catalog,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.data-architecture,Data Architecture,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.compute-catalog,Compute Catalog,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.api-catalog,API Catalog,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.integration-topology,Integration Topology,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.workflow-model,Workflow Model,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.security-model,Security Model,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.policy-catalog,Architecture Policy Catalog,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.config-package,Configuration Package,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.platform-readiness,Platform Readiness Record,mde/methodology/process-definitions/pim.json
pim,WorkProductDefinition,pim-artifact.increment-review,PIM Increment Review Record,mde/methodology/process-definitions/pim.json
pim,Guidance,pim.guid.serverless-boundary,Service as deployable boundary,mde/methodology/process-definitions/pim.json
pim,Guidance,pim.guid.generated-is-draft,Generated PIM is a draft,mde/methodology/process-definitions/pim.json
pim,Guidance,pim.guid.contracts-first,Contracts decouple producers,mde/methodology/process-definitions/pim.json
pim,Guidance,pim.guid.data-access,Access patterns drive stores,mde/methodology/process-definitions/pim.json
pim,Guidance,pim.guid.policy-as-code,Policy attachment discipline,mde/methodology/process-definitions/pim.json
pim,Guidance,pim.guid.readiness-in-cycle,Readiness is part of delivery,mde/methodology/process-definitions/pim.json
psm,RoleDefinition,role.product-owner,Product Owner,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.delivery-lead,Delivery Lead,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.solution-architect,Solution Architect,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.cloud-platform-engineer,Cloud Platform Engineer,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.process-reviewer,Process Reviewer,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.quality-engineer,Quality Engineer,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.security-engineer,Security Engineer,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.service-owner,Service Owner / SRE,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.release-engineer,Release Engineer,mde/methodology/process-definitions/psm.json
psm,RoleDefinition,role.method-engineer,Method Engineer,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st0.t1,Plan deployable slice,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st1.t1,Create AWS PSM model root,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st1.t2,Define stage and naming policies,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st1.t3,Establish shared model contract and evidence conventions,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st2.t1,Create SAM stack and globals,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st2.t2,Define CFN parameters and outputs,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st3.t1,Configure IAM roles and policies,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph1.st3.t2,"Provision KMS, secrets, and SSM",mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st1.t1,Configure VPC and subnets,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st1.t2,Define endpoints and security groups,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st2.t1,Configure Cognito user pools,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph2.st2.t2,"Configure clients, groups, and identity pools",mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st1.t1,Provision DynamoDB tables,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st1.t2,Configure S3 buckets and policies,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st2.t1,Create SQS queues,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph3.st2.t2,Configure SNS topics and subscriptions,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st1.t1,Configure EventBridge buses and rules,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st1.t2,"Configure schedules, pipes, and connections",mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st2.t1,Deploy Lambda functions,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph4.st2.t2,Configure event sources and permissions,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st1.t1,Configure APIs and routes,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st1.t2,Configure integrations and authorizers,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st2.ss1.t1,Deploy state machines,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st2.ss2.t1,Configure CloudWatch logs and metrics,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph5.st2.ss2.t2,Configure alarms and dashboards,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph6.st1.t1,Create integration relationship views,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph6.st2.t1,Complete trace and readiness,mde/methodology/process-definitions/psm.json
psm,TaskDefinition,task.psm.ph6.st3.t1,Review and adapt PSM increment,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.increment-plan,PSM Increment Plan,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.deployment-strategy,Deployment Strategy,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.stack-scaffold,SAM Stack Scaffold,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.security-baseline,Security Baseline,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.network-identity,Network & Identity,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.storage-layer,Durable Storage Layer,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.messaging-layer,Messaging Layer,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.event-fabric,Event Fabric,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.compute-layer,Lambda Compute Layer,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.api-layer,API Gateway Layer,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.workflow-observability,Workflow & Observability,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.integration-views,Integration View Catalog,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.deployment-readiness,Deployment Readiness Record,mde/methodology/process-definitions/psm.json
psm,WorkProductDefinition,psm-artifact.increment-review,PSM Increment Review Record,mde/methodology/process-definitions/psm.json
psm,Guidance,psm.guid.sam-containment,SAM stack containment,mde/methodology/process-definitions/psm.json
psm,Guidance,psm.guid.generated-is-draft,Generated PSM is a draft,mde/methodology/process-definitions/psm.json
psm,Guidance,psm.guid.least-privilege,Least-privilege IAM,mde/methodology/process-definitions/psm.json
psm,Guidance,psm.guid.integration-views,Integration views for traceability,mde/methodology/process-definitions/psm.json
psm,Guidance,psm.guid.deployable-slice,Deployable slice discipline,mde/methodology/process-definitions/psm.json
artifact,RoleDefinition,role.release-engineer,Release Engineer,mde/methodology/process-definitions/artifact.json
artifact,RoleDefinition,role.cloud-platform-engineer,Cloud Platform Engineer,mde/methodology/process-definitions/artifact.json
artifact,RoleDefinition,role.application-engineer,Application Engineer,mde/methodology/process-definitions/artifact.json
artifact,RoleDefinition,role.security-engineer,Security Engineer,mde/methodology/process-definitions/artifact.json
artifact,RoleDefinition,role.quality-engineer,Quality Engineer,mde/methodology/process-definitions/artifact.json
artifact,RoleDefinition,role.service-owner,Service Owner,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st1.t1,Review project structure and generated templates,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st1.t2,Establish source-control and release baseline,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st2.t1,Route structural gaps back to the PSM,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph1.st2.t2,Complete repository hygiene,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st1.t1,Define parameter and environment contract,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st1.t2,Configure secret references and encryption,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st2.t1,Review IAM and deployment permissions,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph2.st2.t2,Implement repeatable build and deployment pipeline,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st1.t1,Run reproducible build and infrastructure validation,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st1.t2,Assess dependencies and security findings,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st2.t1,Deploy to staging and execute acceptance tests,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph3.st2.t2,Verify observability and operational signals,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st1.t1,"Create release, rollback, and communication plan",mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st1.t2,Obtain production readiness approval,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st2.t1,Complete operations handover,mde/methodology/process-definitions/artifact.json
artifact,TaskDefinition,task.artifact.ph4.st2.t2,Execute production validation and close release,mde/methodology/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.generated-baseline,Generated Project Baseline,mde/methodology/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.environment-contract,Environment Configuration Contract,mde/methodology/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.security-record,Security Review Record,mde/methodology/process-definitions/artifact.json
artifact,WorkProductDefinition,artifact.verification-evidence,Verification Evidence,mde/methodology/process-definitions/artifact.json
